,code,更新日期,code1,股票简称,Wind一级行业,Wind二级行业,公司属性,wind1,wind2,company
504,600378.SH,2023/11/17,600378,昊华科技,材料,材料Ⅱ,中央国有企业,1,1,1
505,000683.SZ,2023/11/17,683,远兴能源,材料,材料Ⅱ,民营企业,1,1,3
506,000703.SZ,2023/11/17,703,恒逸石化,材料,材料Ⅱ,民营企业,1,1,3
507,600873.SH,2023/11/17,600873,梅花生物,日常消费,食品、饮料与烟草,民营企业,8,13,3
508,601231.SH,2023/11/17,601231,环旭电子,信息技术,技术硬件与设备,外资企业,2,2,6
509,601233.SH,2023/11/17,601233,桐昆股份,材料,材料Ⅱ,民营企业,1,1,3
510,603160.SH,2023/11/17,603160,汇顶科技,信息技术,半导体与半导体生产设备,民营企业,2,16,3
511,300850.SZ,2023/11/17,300850,新强联,工业,资本货物,民营企业,0,0,3
512,600489.SH,2023/11/17,600489,中金黄金,材料,材料Ⅱ,中央国有企业,1,1,1
513,601666.SH,2023/11/17,601666,平煤股份,能源,能源Ⅱ,地方国有企业,9,18,2
514,002080.SZ,2023/11/17,2080,中材科技,材料,材料Ⅱ,中央国有企业,1,1,1
515,002531.SZ,2023/11/17,2531,天顺风能,工业,资本货物,民营企业,0,0,3
516,300861.SZ,2023/11/17,300861,美畅股份,材料,材料Ⅱ,民营企业,1,1,3
517,603688.SH,2023/11/17,603688,石英股份,材料,材料Ⅱ,民营企业,1,1,3
518,002850.SZ,2023/11/17,2850,科达利,工业,资本货物,民营企业,0,0,3
519,688063.SH,2023/11/17,688063,派能科技,工业,资本货物,公众企业,0,0,0
520,002340.SZ,2023/11/17,2340,格林美,材料,材料Ⅱ,民营企业,1,1,3
521,300866.SZ,2023/11/17,300866,安克创新,信息技术,技术硬件与设备,民营企业,2,2,3
522,600655.SH,2023/11/17,600655,豫园股份,可选消费,耐用消费品与服装,民营企业,6,14,3
523,002568.SZ,2023/11/17,2568,百润股份,日常消费,食品、饮料与烟草,民营企业,8,13,3
524,301029.SZ,2023/11/17,301029,怡合达,信息技术,技术硬件与设备,民营企业,2,2,3
525,600161.SH,2023/11/17,600161,天坛生物,医疗保健,制药、生物科技与生命科学,中央国有企业,4,10,1
526,601158.SH,2023/11/17,601158,重庆水务,公用事业,公用事业Ⅱ,地方国有企业,3,3,2
527,002192.SZ,2023/11/17,2192,融捷股份,材料,材料Ⅱ,民营企业,1,1,3
528,688116.SH,2023/11/17,688116,天奈科技,材料,材料Ⅱ,民营企业,1,1,3
529,300568.SZ,2023/11/17,300568,星源材质,材料,材料Ⅱ,民营企业,1,1,3
530,603816.SH,2023/11/17,603816,顾家家居,可选消费,耐用消费品与服装,民营企业,6,14,3
531,300604.SZ,2023/11/17,300604,长川科技,工业,资本货物,民营企业,0,0,3
532,603737.SH,2023/11/17,603737,三棵树,材料,材料Ⅱ,民营企业,1,1,3
533,600032.SH,2023/11/17,600032,浙江新能,公用事业,公用事业Ⅱ,地方国有企业,3,3,2
534,002025.SZ,2023/11/17,2025,航天电器,信息技术,技术硬件与设备,中央国有企业,2,2,1
